Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2017:Q2,pct00to20,2947847,1443766,1127445,316321,1504080,298440,26622,55646,55646,0,35111,31401,3710,316501,59049,11380,41492,214833,370723,74284,650458,649227,285881,292025,9812,61509,1231,2297389,25330864,,
2017:Q3,pct99to100,24463001,4286804,3568888,717915,20176197,2181388,290718,1010053,1010053,0,400786,374646,26141,9820474,388959,66533,1049582,445388,4432697,89619,1097177,1090502,699091,102300,66406,222705,6675,23365823,1268963,,
2017:Q3,pct80to99,51055523,13535444,11779727,1755717,37520078,4276147,813391,1344068,1344068,0,503541,465654,37887,11041807,725992,1302616,4435921,7999607,4669780,407209,6162257,6147024,4808871,1094568,58375,185210,15232,44893266,24108629,,
2017:Q3,pct60to80,17006432,5955430,4820991,1134438,11051002,1319972,213478,320576,320576,0,62720,49969,12751,1701123,258808,613443,1188188,4342922,753118,276654,3342584,3337044,2246436,996567,50941,43101,5539,13663848,25379524,,
2017:Q3,pct40to60,9140651,3794601,3019366,775235,5346050,932433,97095,194294,194294,0,40409,35606,4803,667086,143215,219298,440240,2104107,309625,198249,1948748,1945666,1152290,756478,23569,13329,3082,7191903,25376220,,
2017:Q3,pct20to40,5082979,2491408,1973496,517912,2591571,596497,47809,93561,93561,0,13508,10100,3408,312342,87396,43281,132592,885747,237749,141089,1124935,1123097,588929,501651,14680,17837,1838,3958044,25375092,,
2017:Q3,pct00to20,3045248,1498342,1183407,314935,1546906,319352,29362,53102,53102,0,31557,28172,3385,331425,57123,11493,41750,223164,370639,77938,650963,649779,287184,297619,9176,55800,1185,2394285,25375650,,
2017:Q4,pct99to100,25267299,4315705,3606953,708752,20951594,2176502,311443,1007161,1007161,0,389525,363985,25540,10411556,404964,66670,1071108,470939,4551270,90456,1111009,1104245,703222,97264,72560,231198,6765,24156289,1271328,,
2017:Q4,pct80to99,52124121,13722937,11939777,1783161,38401184,4339619,851990,1363220,1363220,0,476247,438893,37354,11576522,725756,1325034,4609717,8006573,4716119,410388,6238152,6223085,4840335,1111695,55867,215189,15066,45885970,24151009,,
2017:Q4,pct60to80,17365393,6033417,4886219,1147199,11331976,1362425,220267,327879,327879,0,55909,42942,12966,1824379,261393,619560,1236207,4372848,773785,277325,3388616,3383046,2263680,1026021,49091,44254,5570,13976778,25424366,,
2017:Q4,pct40to60,9315580,3845292,3054890,790402,5470288,934775,100131,191389,191389,0,39473,34925,4548,702078,142776,228878,467948,2142261,319916,200663,1982104,1979020,1161615,778114,23563,15727,3084,7333476,25420787,,
2017:Q4,pct20to40,5184222,2545138,2023843,521295,2639083,610747,49852,95259,95259,0,15208,11304,3904,326945,88475,43409,138339,890042,238235,142571,1149794,1147935,595462,520051,15075,17347,1860,4034427,25419479,,
2017:Q4,pct00to20,3152804,1551683,1234855,316827,1601121,340244,32338,57376,57376,0,26840,23692,3148,351640,55212,11641,41913,231605,372166,80146,644297,643163,288031,297640,9448,48045,1134,2508506,25420196,,
2018:Q1,pct99to100,25475527,4386897,3679994,706903,21088630,2211668,304554,1016474,1016474,0,396185,371371,24814,10399329,419500,66168,1053991,495679,4633698,91385,1121098,1112984,706617,87071,79040,240256,8113,24354430,1273692,,
2018:Q1,pct80to99,52479513,14030267,12221101,1809166,38449247,4482986,833114,1396028,1396028,0,465635,428960,36675,11486519,722316,1317748,4605059,8003262,4722578,414002,6252766,6236820,4856412,1100011,54123,226274,15945,46226748,24193232,,
2018:Q1,pct60to80,17579330,6149537,4988840,1160697,11429793,1422245,216923,340807,340807,0,54484,41333,13151,1844427,263175,611566,1212589,4397619,787676,278281,3389143,3383367,2269305,1021237,47686,45139,5776,14190187,25468984,,
2018:Q1,pct40to60,9442921,3914365,3111290,803075,5528556,954240,98104,190857,190857,0,36699,32480,4219,703068,141754,231183,467980,2178537,322783,203352,1996293,1993273,1166853,784836,23972,17612,3020,7446629,25465154,,
2018:Q1,pct20to40,5265833,2600240,2072878,527362,2665593,632192,48368,97819,97819,0,14669,10275,4394,327214,89510,42111,137547,893969,237951,144244,1158019,1156103,600832,521950,15906,17416,1916,4107814,25463707,,
2018:Q1,pct00to20,3260723,1616980,1295303,321677,1643744,361109,34492,63811,63811,0,23534,20678,2857,359183,52983,11533,42718,239697,372225,82459,646166,645023,288669,304771,10057,41526,1143,2614557,25464514,,
2018:Q2,pct99to100,25841359,4411992,3709808,702185,21429367,2153525,315268,1049533,1049533,0,406046,382046,24000,10593091,435746,65947,1056081,521138,4741054,91937,1138306,1130140,712564,79993,87466,250118,8166,24703054,1276054,,
2018:Q2,pct80to99,52920225,14195280,12361737,1833543,38724944,4441287,850378,1455352,1455352,0,458310,422405,35905,11606468,722332,1323532,4691330,8006062,4754096,415795,6275941,6260195,4890134,1103305,55427,211330,15746,46644284,24235294,,
2018:Q2,pct60to80,17823884,6231394,5058758,1172636,11592490,1442222,219878,365249,365249,0,54099,40769,13331,1900459,265838,609772,1225087,4425656,806210,278019,3422483,3416681,2286561,1036541,47939,45640,5802,14401402,25513378,,
2018:Q2,pct40to60,9578068,3988877,3173200,815676,5589191,933866,99212,194899,194899,0,33587,29755,3831,715649,141358,236696,482230,2216220,330572,204902,2026188,2023165,1178690,799441,26219,18815,3023,7551879,25509332,,
2018:Q2,pct20to40,5331433,2643687,2111790,531897,2687746,637080,49084,102039,102039,0,13745,8850,4896,332346,90598,41440,140081,898125,238083,145126,1181157,1179220,608112,534095,18766,18247,1937,4150276,25507771,,
2018:Q2,pct00to20,3369487,1671864,1346902,324963,1697623,382315,37295,74882,74882,0,20515,17994,2521,371245,51084,11537,43195,248069,373125,84359,645479,644389,290791,304800,12238,36559,1090,2724008,25508615,,
2018:Q3,pct99to100,26524087,4443268,3746877,696391,22080819,2079380,315611,1106288,1106288,0,418029,394871,23158,11099843,452590,65753,1074192,547491,4828655,92986,1154300,1145580,718909,73972,92947,259752,8720,25369787,1278408,,
2018:Q3,pct80to99,53742328,14380062,12527533,1852528,39362266,4367725,846215,1540894,1540894,0,453288,418154,35134,12045132,723477,1330582,4854580,8016994,4763395,419983,6324077,6308116,4930341,1118619,51873,207284,15961,47418251,24277195,,
2018:Q3,pct60to80,18171726,6325248,5144011,1181237,11846478,1455252,219100,402713,402713,0,54445,40891,13554,2010984,268795,608572,1268259,4457981,821032,279345,3467857,3461960,2308549,1061558,45545,46308,5897,14703869,25557550,,
2018:Q3,pct40to60,9718787,4044044,3218084,825961,5674742,906658,98450,203387,203387,0,30288,26869,3419,745727,141164,242524,508674,2255694,334221,207955,2062002,2059001,1192278,820840,25559,20324,3001,7656785,25553332,,
2018:Q3,pct20to40,5414903,2696650,2161840,534811,2718253,639087,48486,107865,107865,0,12634,7177,5456,344788,91704,40827,145442,902582,237788,147049,1205327,1203355,615881,550288,18423,18763,1972,4209576,25551669,,
2018:Q3,pct00to20,3493167,1729368,1402579,326790,1763798,403516,39789,91755,91755,0,17703,15543,2160,390006,49289,11553,43369,256793,373211,86814,646213,645152,293062,309288,11937,30865,1061,2846954,25552513,,
2018:Q4,pct99to100,24972850,4343040,3658004,685035,20629810,2083026,361061,1163136,1163136,0,416455,394155,22300,9572094,460696,64077,977403,570390,4867063,94408,1173467,1165238,723250,68293,102907,270788,8229,23799382,1280752,,
2018:Q4,pct80to99,51550286,14122362,12239791,1882571,37427923,4449361,932458,1627012,1627012,0,436549,402161,34389,10395650,706211,1269335,4476925,7988661,4719800,425962,6332781,6317473,4958348,1132182,54523,172420,15308,45217505,24318931,,
2018:Q4,pct60to80,17785272,6268658,5073655,1195002,11516614,1502076,233485,442992,442992,0,51234,37389,13846,1771189,267097,574919,1094801,4470333,826631,281857,3510083,3504236,2322697,1088607,46355,46578,5846,14275189,25601499,,
2018:Q4,pct40to60,9608092,4041253,3198348,842905,5566838,912715,105283,211616,211616,0,28224,25235,2989,662053,137629,231653,450245,2287589,327700,212132,2095409,2092375,1200991,841450,28860,21075,3034,7512683,25597166,,
2018:Q4,pct20to40,5404754,2707499,2169616,537883,2697256,655098,53377,113691,113691,0,13141,7037,6104,309583,92544,36941,130950,905622,236557,149751,1235234,1233257,622187,568295,22562,20213,1978,4169520,25595397,,
2018:Q4,pct00to20,3526856,1739639,1411430,328209,1787217,424713,44000,110698,110698,0,14033,12254,1779,366272,45695,10976,45605,264081,371460,89685,645368,644386,294145,308216,15119,26906,983,2881487,25596218,,
2019:Q1,pct99to100,26849933,4321537,3623983,697554,22528396,2100345,395697,1211887,1211887,0,426349,404820,21529,11134489,480446,64882,1039930,600244,4979454,94674,1177876,1168782,725136,57898,104566,281182,9093,25672057,1283083,,
2019:Q1,pct80to99,53836984,14132743,12228661,1904082,39704240,4558732,995187,1705328,1705328,0,430574,396741,33833,11911718,713203,1322605,4852838,8034991,4752696,426369,6312320,6296543,4970825,1120231,46629,158859,15777,47524663,24360500,,
2019:Q1,pct60to80,18397934,6264308,5055330,1208978,12133626,1555082,243420,481825,481825,0,51431,37115,14317,2064979,271550,595664,1221956,4521000,846062,280657,3505628,3499644,2326847,1083847,41797,47153,5984,14892306,25645227,,
2019:Q1,pct40to60,9848210,4038601,3188723,849879,5809609,924648,109925,217983,217983,0,25223,22607,2616,751175,138494,248799,510034,2334387,336123,212819,2101997,2099003,1203666,847671,25268,22397,2994,7746214,25640846,,
2019:Q1,pct20to40,5487380,2704207,2155342,548865,2783172,673647,56827,119020,119020,0,12567,5600,6966,346722,93742,38542,144078,911374,236618,150034,1238398,1236377,626668,569824,18850,21034,2021,4248982,25638951,,
2019:Q1,pct00to20,3647626,1766500,1427926,338574,1881126,446012,47850,129832,129832,0,11248,9827,1421,407515,44456,11392,45021,274221,372297,91283,643553,642586,293796,314999,12198,21593,967,3004073,25639743,,
2019:Q2,pct99to100,27582001,4426515,3730256,696259,23155487,2025832,385371,1276001,1276001,0,443239,422570,20669,11524786,496063,65135,1054430,613429,5175888,95313,1190241,1181367,728570,50569,111561,290667,8874,26391761,1285396,,
2019:Q2,pct80to99,54956648,14607343,12686868,1920475,40349305,4484824,969365,1799536,1799536,0,431122,397892,33231,12223589,711431,1350351,5003832,8074665,4872015,428575,6365818,6350470,5010422,1130350,45375,164323,15348,48590830,24401898,,
2019:Q2,pct60to80,18884161,6462973,5245937,1217037,12421188,1568149,239105,532297,532297,0,53655,38792,14864,2157095,273791,604278,1259441,4571495,881235,280648,3552256,3546284,2351037,1106638,40650,47960,5972,15331904,25688735,,
2019:Q2,pct40to60,10059186,4147398,3289595,857802,5911788,897326,107333,227032,227032,0,21585,19397,2188,774689,137767,259701,534794,2375176,361747,214637,2131924,2128912,1213683,865028,26006,24194,3013,7927262,25684383,,
2019:Q2,pct20to40,5599344,2785960,2232877,553083,2813384,675662,54868,125230,125230,0,11342,3393,7949,356353,94814,38918,148977,918065,238056,151099,1260473,1258438,633279,583836,20052,21271,2035,4338871,25682327,,
2019:Q2,pct00to20,3813703,1858468,1516525,341942,1955235,467301,50273,155221,155221,0,8928,7917,1011,424233,42358,11586,45241,280845,375950,93298,638791,637890,293974,315685,13094,15137,901,3174911,25683099,,
2019:Q3,pct99to100,27630232,4367587,3690629,676957,23262645,1982218,453678,1270943,1270943,0,465464,445753,19712,11471160,511942,65121,1048361,626153,5271884,95722,1201998,1192553,733623,43745,114596,300589,9445,26428234,1287689,867873,3819800576
2019:Q3,pct80to99,54979487,14511020,12561050,1949970,40468467,4472813,1095224,1825795,1825795,0,436589,403998,32590,12079502,710099,1365815,5058594,8109412,4884949,429677,6415316,6399744,5051678,1144783,40706,162577,15572,48564171,24443124,127269,867536
2019:Q3,pct60to80,19055271,6488632,5259861,1228771,12566639,1594754,258336,544738,544738,0,57443,41924,15518,2173271,276150,607051,1257957,4619453,897588,279900,3597708,3591638,2374931,1130278,37745,48685,6069,15457563,25732021,74020,127269
2019:Q3,pct40to60,10191522,4231510,3355073,876437,5960012,883239,116757,222507,222507,0,17449,15747,1702,773559,137119,267604,544369,2414996,366648,215765,2164513,2161524,1225883,885465,24347,25829,2989,8027009,25727790,45817,74020
2019:Q3,pct20to40,5680285,2843050,2290249,552801,2837235,683275,62142,127540,127540,0,9703,606,9096,355693,95896,38705,150327,924587,237683,151685,1281361,1279290,640565,598469,18524,21732,2070,4398925,25725522,25963,45817
2019:Q3,pct00to20,3914062,1912002,1572215,339787,2002059,488631,55351,163001,163001,0,6922,6379,543,431983,40297,11675,45858,287281,375995,95065,638503,637631,295298,321408,11882,9044,872,3275558,25726299,0,25963
2019:Q4,pct99to100,28347559,4360602,3688555,672047,23986957,2078264,471023,1231175,1231175,0,445779,427318,18462,12149630,503420,66531,1085871,631015,5227220,97030,1208222,1199169,741878,53575,112568,291148,9053,27139338,1289959,,
2019:Q4,pct80to99,56636120,14424628,12450867,1973761,42211492,4677807,1172922,1805848,1805848,0,435178,400813,34365,13130064,731322,1395986,5316465,8213310,4893646,438943,6482147,6466300,5064976,1179600,45317,176407,15847,50153973,24484190,,
2019:Q4,pct60to80,19323237,6494071,5253866,1240204,12829167,1643056,268322,512619,512619,0,60706,46678,14027,2279794,276570,611015,1340983,4644322,906162,285618,3638340,3632296,2399801,1145180,38694,48622,6044,15684897,25775103,,
2019:Q4,pct40to60,10433578,4255745,3368819,886926,6177833,931211,124706,217322,217322,0,21543,18380,3163,861266,140359,262858,571557,2423459,401184,222369,2190702,2187642,1245423,888999,25017,28204,3060,8242876,25771091,,
2019:Q4,pct20to40,5775213,2838346,2282776,555570,2936867,705746,65967,123518,123518,0,10204,2294,7909,369198,93327,42126,158890,966189,245479,156224,1286704,1284695,642378,602492,19026,20799,2009,4488509,25768549,,
2019:Q4,pct00to20,3898760,1869796,1526961,342835,2028964,487163,54916,147529,147529,0,7803,7141,663,464038,41251,11894,48527,284429,385111,96303,643562,642678,296864,322346,13576,9892,884,3255198,25769369,,
2020:Q1,pct99to100,25451677,4479980,3811166,668813,20971698,2179793,581338,1205021,1199935,5085,494572,477187,17385,9048576,491745,65697,945137,626783,5236466,96569,1213095,1203104,749264,56094,116558,281188,9991,24238582,1292208,,
2020:Q1,pct80to99,54149255,14850460,12857584,1992876,39298795,4893777,1429413,1795312,1790670,4642,493075,457121,35954,10286124,746097,1323400,4716482,8216804,4958598,439714,6510367,6493143,5065666,1169925,55825,201727,17224,47638888,24525167,,
2020:Q1,pct60to80,18733777,6677235,5427925,1249310,12056542,1693554,303971,488120,487157,963,81871,69128,12743,1733616,275339,566127,1085573,4617827,924859,285684,3619405,3613203,2415540,1106495,42463,48705,6202,15114372,25818052,,
2020:Q1,pct40to60,10416611,4398046,3503266,894780,6018565,981612,146346,214005,213534,471,19619,15147,4472,733582,142428,232992,465277,2412184,446870,223651,2192345,2189286,1261412,867473,29565,30836,3059,8224265,25814370,,
2020:Q1,pct20to40,5819939,2905437,2347433,558004,2914502,729148,80686,120339,120049,290,6902,0,6902,294466,90654,40639,136145,1004257,254190,157076,1267829,1265846,643130,579256,23941,19520,1982,4552111,25811483,,
2020:Q1,pct00to20,3890394,1908592,1562839,345753,1981802,485488,56667,135768,135536,233,12787,12002,785,414810,41573,11221,54005,277815,396082,95587,661870,660913,298082,333875,18836,10120,957,3228524,25812390,,
2020:Q2,pct99to100,27638514,4528792,3865979,662813,23109722,2400452,624080,1095232,1042514,52718,479576,463213,16362,10966066,489111,68610,1048950,628773,5211297,97574,1212440,1203264,758463,60444,111506,272851,9177,26426074,1294437,,
2020:Q2,pct80to99,57930355,15050087,13055260,1994827,42880268,5348038,1557176,1677157,1620491,56666,493816,456606,37210,12589431,779937,1422284,5287988,8289314,4987565,447562,6511648,6494493,5076931,1168209,56801,192552,17156,51418707,24566139,,
2020:Q2,pct60to80,19491637,6799003,5551066,1247936,12692634,1795461,320743,409150,397524,11626,85186,73643,11543,2055898,278920,602719,1290497,4626547,937057,290455,3616451,3610332,2437957,1082192,41822,48361,6119,15875186,25860958,,
2020:Q2,pct40to60,10922727,4514415,3619342,895072,6408312,1083114,158105,191724,185432,6293,23167,17601,5565,888966,147953,245002,541158,2414457,485291,229374,2196155,2193001,1281681,850656,27964,32700,3154,8726572,25857722,,
2020:Q2,pct20to40,6023684,2947581,2391998,555583,3076103,773810,87536,111456,108057,3399,5943,0,5943,337520,88251,47349,156067,1044867,262301,161003,1252265,1250356,645159,564075,21833,19288,1909,4771419,25854415,,
2020:Q2,pct00to20,3936223,1923393,1579008,344384,2012830,483297,56638,98559,96141,2418,13585,12724,862,473191,43748,12036,55663,273768,405852,96493,668768,667818,300377,336890,18337,12214,950,3267455,25855457,,
2020:Q3,pct99to100,28768720,4684034,4013782,670252,24084685,2464942,562904,1029268,1029268,0,449909,434388,15521,11895841,486005,70801,1090757,629088,5305522,99650,1218402,1209768,773622,68836,105975,261335,8635,27550317,1296649,,
2020:Q3,pct80to99,60363960,15614313,13554905,2059409,44749646,5489889,1484119,1616317,1616317,0,480313,441844,38469,13871792,812933,1487905,5560365,8343533,5141902,460577,6656667,6639353,5122587,1195968,56761,264036,17314,53707293,24607194,,
2020:Q3,pct60to80,20059071,7062044,5776507,1285537,12997027,1829442,309678,385730,385730,0,84125,73582,10543,2207627,282270,623485,1378243,4625845,971921,298660,3664365,3658292,2481946,1086485,40775,49087,6074,16394705,25903909,,
2020:Q3,pct40to60,11359659,4713735,3791482,922253,6645924,1117824,154648,184604,184604,0,27684,21071,6613,987578,153325,248866,570841,2413118,549094,238340,2232184,2228951,1315872,850697,26040,36342,3233,9127474,25901245,,
2020:Q3,pct20to40,6212675,3042393,2470188,572204,3170282,790432,82170,105790,105790,0,6335,1164,5171,357500,85826,52469,165111,1084916,272558,167175,1251948,1250105,651368,562638,19443,16656,1843,4960727,25897437,,
2020:Q3,pct00to20,4043896,1989254,1629277,359976,2054643,481250,54627,91184,91184,0,13397,12428,969,510097,45836,12563,58210,269022,419875,98582,677551,676595,306223,342995,17446,9932,955,3366346,25898666,,
2020:Q4,pct99to100,31191614,4830035,4153563,676472,26361579,2635308,521556,1036796,1036796,0,454651,439931,14720,13858222,486931,72829,1173621,635466,5386205,99994,1232942,1225193,791362,78913,104373,250544,7749,29958672,1298847,,
2020:Q4,pct80to99,64385441,16095736,13977456,2118280,48289705,5843392,1445423,1637674,1637674,0,496940,457460,39479,16222292,854516,1545984,6030833,8464876,5282496,465279,6809969,6792778,5156225,1220908,60602,355043,17190,57575473,24648417,,
2020:Q4,pct60to80,20962068,7298733,5979151,1319582,13663334,1908850,303176,384535,384535,0,92094,82487,9606,2538162,287778,640649,1542879,4659539,1004338,301335,3702973,3696992,2513192,1091925,41596,50280,5981,17259095,25946993,,
2020:Q4,pct40to60,11945599,4911763,3964689,947074,7033836,1197962,153552,187637,187637,0,29290,21787,7503,1145869,160253,250868,630902,2425055,610349,242099,2271463,2268132,1350276,850831,26547,40478,3331,9674136,25945035,,
2020:Q4,pct20to40,6444158,3125626,2538605,587021,3318532,825838,78976,105103,105103,0,5050,614,4436,401832,83517,57228,181326,1127307,282614,169740,1258319,1256552,657851,565362,19770,13569,1767,5185839,25940640,,
2020:Q4,pct00to20,4175810,2047528,1673683,373845,2128282,478554,52940,90581,90581,0,15234,14190,1044,569935,48757,13024,60225,266801,433472,98760,681762,680817,314289,341088,18798,6641,945,3494048,25942112,,
2021:Q1,pct99to100,32588483,5045444,4356093,689351,27543038,2842762,530961,832209,832209,0,448394,434069,14325,14950497,476764,73686,1196845,637995,5452930,99994,1241392,1232910,805756,84984,101094,241076,8482,31347091,1301032,,
2021:Q1,pct80to99,67247114,16867615,14703398,2164217,50379499,6270865,1506636,1369737,1369737,0,503462,462176,41286,17671931,873045,1550731,6211964,8543973,5408808,468346,6914566,6896156,5182508,1228831,62193,422625,18410,60332549,24689892,,
2021:Q1,pct60to80,21573070,7633586,6285984,1347602,13939484,2003725,311025,286830,286830,0,96903,87866,9037,2718587,287431,632448,1593882,4671531,1034202,302920,3715906,3709795,2541967,1075176,41440,51212,6111,17857164,25990298,,
2021:Q1,pct40to60,12428755,5146956,4182873,964083,7281799,1294072,160226,150030,150030,0,32023,23312,8712,1253941,162996,239823,646328,2428655,668867,244837,2293659,2290316,1379409,840915,25893,44099,3343,10135096,25989188,,
2021:Q1,pct20to40,6660955,3232428,2630706,601722,3428527,867646,81822,88181,88181,0,5310,1226,4084,425872,80862,59447,187005,1168323,292461,171597,1249508,1247773,662691,555028,18844,11211,1735,5411447,25984117,,
2021:Q1,pct00to20,4277407,2135032,1746789,388243,2142376,475272,52435,53718,53718,0,16443,15165,1277,610811,49429,13022,63083,262978,446625,98560,692246,691236,320076,347556,18980,4624,1010,3585162,25985891,,
